"월별(1)","시점",한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,한전 및 자회사,타사,타사,타사,타사,타사,타사,타사,타사,타사,사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),사업자(종합),상용자가,상용자가,상용자가,총발전량,총발전량
"월별(1)","시점",소계,수력,수력,수력,수력,기력,기력,기력,기력,기력,복합화력,원자력,신재생,집단,내연력,기타,소계,수력,수력,수력,기력,복합화력,신재생,집단,기타,소계,수력,수력,수력,수력,기력,기력,기력,기력,기력,복합화력,원자력,신재생,집단,내연력,기타,소계,한전구입,자가소비,사업자+한전구입,사업자+상용자가
"월별(1)","시점",소계,소계,일반,양수,소수력,소계,무연탄,유연탄,중유,LNG,소계,소계,소계,소계,소계,소계,소계,소계,일반,소수력,유연탄,소계,소계,소계,소계,소계,소계,일반,양수,소수력,소계,무연탄,유연탄,중유,LNG,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
"10월","2015",33806066,334238,42191,278022,14025,15884413,430775,14901645,549966,2026,2939464,14364628,49971,191901,41453,-,9532082,76169,57566,18603,-,6281800,1566842,1607271,-,43338148,410407,99757,278022,32628,15884413,430775,14901645,549966,2026,9221264,14364628,1616812,1799171,41453,-,-,27730,-,43365878,-
"10월","2016",34522148,344293,33783,296056,14453,17289499,453949,15943080,892470,-,4712157,11657348,155896,315646,47309,-,8126053,127483,74893,52590,71884,4164023,1430934,2331730,-,42648201,471775,108676,296056,67043,17361383,453949,16014964,892470,-,8876180,11657348,1586830,2647376,47309,-,-,10342,-,42658543,-
"10월","2017",33344138,428783,50664,362831,15287,18495155,280495,18054688,159972,-,1887951,12108787,147514,231606,44343,-,9023421,138060,108496,29563,319809,4282120,1802445,2480987,-,42367559,566843,159161,362831,44851,18814964,280495,18374496,159972,-,6170071,12108787,1949959,2712593,44343,-,-,18967,-,42386526,-
"10월","2018",32745130,351536,48175,287747,15614,16724245,281785,16011208,431253,-,2984813,12082871,282093,290894,28678,-,12121948,157441,116389,41052,632044,5876353,2114385,3341725,-,44867078,508977,164565,287747,56665,17356289,281785,16643251,431253,-,8861166,12082871,2396478,3632619,28678,-,-,60363,-,44927441,-
"10월","2019",32956456,352080,43887,290872,17320,18758148,136103,18502154,119892,-,2374266,10599853,561000,224930,86178,-,11541746,194159,161340,32819,370666,5482283,1662097,3365385,467156,44498202,546239,205227,290872,50140,19128814,136103,18872820,119892,-,7856549,10599853,2223097,3590316,86178,467156,-,131402,-,44629604,-
"10월","2020",29877629,320248,64207,243082,12959,12902403,10420,12771246,109619,11118,2396934,13468311,634746,110932,36319,7737,13159355,153731,119455,34276,723137,6996758,2262237,2919256,104236,43036984,473979,183662,243082,47235,13625540,10420,13494382,109619,11118,9393692,13468311,2896983,3030188,36319,111973,-,127491,-,43164475,-
"10월","2021",32073517,360005,53718,292035,14252,13371325,86607,12918028,173743,192948,4027665,13462108,582988,225180,37652,6593,14038499,146897,104056,42842,1652034,6135704,2666506,3335699,101658,46112016,506902,157774,292035,57093,15023359,86607,14570062,173743,192948,10163369,13462108,3249494,3560879,37652,108251,...,35129,...,46147145,...
"11월","2015",34781242,271747,21610,237501,12636,17490555,468437,15404103,1605408,12606,1870888,14807909,49783,232402,57958,-,9549430,59295,29093,30202,-,6164622,1281418,2044096,-,44330672,331042,50703,237501,42838,17490555,468437,15404103,1605408,12606,8035510,14807909,1331201,2276498,57958,-,-,53765,-,44384437,-
"11월","2016",33345776,312781,27430,275477,9874,18183657,576788,16836327,752568,17975,4201866,10311719,119151,168103,48499,-,11102396,125929,89511,36418,336260,6197764,1501364,2941080,-,44448172,438710,116941,275477,46292,18519917,576788,17172586,752568,17975,10399630,10311719,1620515,3109183,48499,-,-,25956,-,44474128,-
"11월","2017",33797360,342942,50198,279294,13451,18285230,221807,17742441,320982,-,3214796,11291469,275519,347667,39737,-,12223289,108404,87958,20446,348245,6528453,1791146,3447041,-,46020649,451346,138156,279294,33897,18633475,221807,18090686,320982,-,9743249,11291469,2066665,3794708,39737,-,-,60114,-,46080764,-
"11월","2018",33617543,383315,70322,298330,14663,17254967,236031,16829421,189515,-,3056948,12158328,406632,322672,34680,-,12321606,147886,116658,31229,753426,5250386,1857001,4312906,-,45939149,531201,186979,298330,45891,18008393,236031,17582847,189515,-,8307334,12158328,2263633,4635579,34680,-,-,97675,-,46036823,-
"11월","2019",32100227,337383,55911,267086,14386,17642258,171733,17448178,22348,-,3121926,10227944,431695,277508,61513,-,12886605,113983,88609,25374,524573,6601702,1521949,3677433,446965,44986832,451366,144520,267086,39760,18166831,171733,17972750,22348,-,9723628,10227944,1953644,3954941,61513,446965,-,177891,-,45164724,-
"11월","2020",31262634,288517,55234,222581,10702,13114734,258801,12610811,245122,-,2901399,14048115,649519,210764,43054,6533,13620189,136221,106479,29742,754074,6442393,1963289,4202204,122008,44882823,424738,161713,222581,40445,13868808,258801,13364885,245122,-,9343792,14048115,2612808,4412968,43054,128541,-,49273,-,44932096,-
"11월","2021",32854687,306713,40037,255709,10968,14210187,224116,13858568,87584,39920,3914763,13567239,608821,206453,34362,6148,13974606,126089,92399,33690,1365221,6015939,2382800,3992640,91917,46829293,432802,132436,255709,44657,15575408,224116,15223789,87584,39920,9930702,13567239,2991621,4199093,34362,98065,...,56125,...,46885417,...
"12월","2015",39225690,316664,17787,286524,12353,20282155,620752,17974521,1599608,87274,2930284,15199864,59144,376732,60847,-,8419303,55375,29256,26119,-,4450779,1428326,2484824,-,47644993,372039,47043,286524,38472,20282155,620752,17974521,1599608,87274,7381063,15199864,1487470,2861556,60847,-,-,81831,-,47726824,-
"12월","2016",38757534,361785,33596,313712,14477,21819995,656203,19789070,1287795,86927,3598405,12615263,183836,140269,37980,-,10426325,118961,83139,35822,212029,5397016,1513047,3185271,-,49183858,480746,116735,313712,50300,22032025,656203,20001099,1287795,86927,8995421,12615263,1696883,3325540,37980,-,-,34732,-,49218590,-
"12월","2017",37732868,354137,52023,288810,13304,21464050,248312,20211420,1004318,-,4798655,10437833,289498,341636,47059,-,14117802,113371,93944,19427,743429,7115780,1865050,4280172,-,51850670,467508,145967,288810,32730,22207479,248312,20954849,1004318,-,11914436,10437833,2154548,4621808,47059,-,-,51164,-,51901834,-
"12월","2018",37628820,433988,82530,335961,15497,20251773,194458,19676571,380745,-,3860882,12430474,300151,315462,36089,-,14091681,165462,135678,29784,780163,6086406,2020944,5038707,-,51720501,599450,218208,335961,45281,21031937,194458,20456734,380745,-,9947287,12430474,2321094,5354169,36089,-,-,116610,-,51837111,-
"12월","2019",34553168,376008,59933,301124,14952,17833411,209885,17141507,482019,-,4331239,11059168,560325,358033,34984,-,15566306,123546,95307,28239,763282,7930440,1533110,4845232,370696,50119474,499554,155240,301124,43190,18596693,209885,17904789,482019,-,12261679,11059168,2093435,5203266,34984,370696,-,163966,-,50283440,-
"12월","2020",35960067,360427,46669,302734,11024,14761797,230340,13974503,374707,182248,4686930,15059831,712653,321563,51986,4881,15517971,135593,105609,29984,749584,7568028,2015232,4933155,116379,51478038,496020,152278,302734,41008,15511381,230340,14724087,374707,182248,12254957,15059831,2727885,5254718,51986,121260,-,122070,-,51600108,-
"12월","2021",37933013,390544,41385,338120,11039,15664857,1,15526575,78288,59994,4188537,16531642,768469,343032,41087,4843,15389734,127895,95785,32110,1829823,6160436,2455527,4719709,96345,53322747,518439,137170,338120,43149,17494680,1,17356398,78288,59994,10348973,16531642,3223996,5062741,41087,101189,...,50862,...,53373609,...
