1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
9204,11147,10422,12655,14217,15587,17703,18447,21322,22854,23500,25460,26345,24644,31202,33571,36547,38675,35174,31456,32773,32162,36219,33597,32367
